Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
784.0070,0.0000,52.3000,26.5800,240.1397,0.2000,0.4352,0.5305,0.6953,4.4428,4.7154,3.0594,3.9584,38.0876,29.0214,41.0304,48.5579,37.3037,33.1353,49.1758
784.3160,0.0000,52.3000,26.5800,240.1239,0.2000,0.4300,0.5256,0.6840,4.1797,4.4276,2.9023,3.7221,39.2166,28.9268,42.4311,45.2361,36.0489,33.9344,51.5462
784.6240,0.0000,52.3000,26.5800,240.1018,0.2000,0.4250,0.5216,0.6741,3.9660,4.1260,2.7703,1.3702,38.2881,28.6098,41.2095,44.5575,24.6890,6.7567,4.3085
784.9330,0.0000,52.3000,26.5800,240.0795,0.2000,0.0662,0.1628,0.1191,0.1408,0.1369,0.1550,0.1241,0.3346,0.1820,0.2452,0.1658,0.1546,0.1357,0.1327
785.2420,0.0000,52.3000,26.5800,240.0554,0.8781,0.0636,0.1496,0.1052,0.1052,0.1079,0.1344,0.1136,0.1212,0.1063,0.1307,0.1210,0.1225,0.1103,0.1138
785.5500,0.0000,52.3000,26.5800,240.0095,0.8914,0.0704,0.1443,0.1052,0.1013,0.1071,0.1285,0.1158,0.1106,0.1014,0.1220,0.1159,0.1182,0.1079,0.1112
785.8590,0.0000,52.3000,26.5800,239.9635,0.8968,0.0757,0.1407,0.1076,0.1006,0.1090,0.1262,0.1181,0.1091,0.1005,0.1209,0.1143,0.1171,0.1079,0.1106
786.1690,0.0000,52.3000,26.5800,239.9173,0.8980,0.0794,0.1395,0.1107,0.1010,0.1114,0.1253,0.1202,0.1088,0.1003,0.1208,0.1136,0.1167,0.1082,0.1104
786.4780,0.0000,52.3000,26.5800,239.9456,0.8990,0.0819,0.1396,0.1139,0.1019,0.1137,0.1256,0.1226,0.1090,0.1003,0.1208,0.1131,0.1164,0.1083,0.1104
786.7880,0.0000,52.3000,26.5800,239.9881,0.8981,0.0840,0.1403,0.1168,0.1030,0.1162,0.1260,0.1246,0.1093,0.1003,0.1209,0.1128,0.1163,0.1084,0.1102
787.0970,0.0000,52.3000,26.5800,240.0304,0.8990,0.0857,0.1417,0.1195,0.1043,0.1180,0.1270,0.1268,0.1093,0.1003,0.1209,0.1124,0.1160,0.1084,0.1100
787.4070,0.0000,52.3000,26.5800,240.0508,0.8994,0.0875,0.1429,0.1220,0.1054,0.1199,0.1277,0.1284,0.1093,0.1001,0.1210,0.1123,0.1162,0.1087,0.1099
787.7140,0.0000,52.3000,26.5800,240.0569,0.8990,0.0886,0.1442,0.1239,0.1064,0.1217,0.1286,0.1299,0.1093,0.1000,0.1210,0.1119,0.1158,0.1086,0.1099
788.0240,0.0000,52.3000,26.5800,240.0631,0.8990,0.0896,0.1453,0.1259,0.1075,0.1231,0.1296,0.1314,0.1096,0.0999,0.1209,0.1116,0.1158,0.1087,0.1098
788.3330,0.0000,52.3000,26.5800,240.1156,0.8998,0.0908,0.1465,0.1273,0.1083,0.1244,0.1301,0.1327,0.1096,0.1000,0.1209,0.1116,0.1156,0.1086,0.1099
788.6430,0.0000,52.3000,26.5800,240.2468,0.9000,0.0918,0.1475,0.1289,0.1090,0.1255,0.1309,0.1338,0.1096,0.1000,0.1208,0.1115,0.1155,0.1087,0.1098
788.9520,0.0000,52.3000,26.5800,240.3775,0.8992,0.0926,0.1485,0.1300,0.1097,0.1267,0.1316,0.1345,0.1097,0.0998,0.1208,0.1112,0.1153,0.1087,0.1096
789.2600,0.0000,52.3000,26.5800,240.4695,0.9000,0.0935,0.1492,0.1310,0.1103,0.1276,0.1320,0.1354,0.1097,0.0999,0.1208,0.1110,0.1152,0.1087,0.1096
789.5690,0.0000,52.3000,26.5800,240.3191,0.8990,0.0940,0.1501,0.1320,0.1109,0.1286,0.1325,0.1362,0.1098,0.0999,0.1208,0.1110,0.1153,0.1087,0.1096
789.8780,0.0000,52.3000,26.5800,240.1686,0.8997,0.0802,0.2203,0.3822,0.2855,0.4519,0.5226,0.7431,0.2400,0.2678,0.4058,0.7728,1.4026,2.2745,2.7497
790.1870,0.0000,52.3000,26.5800,240.0181,0.2141,0.9077,2.4140,4.3904,3.0458,4.3819,4.9895,6.5748,10.9619,9.4073,12.8678,20.5846,24.4656,26.3493,34.2779
790.4960,0.0000,52.3000,26.5800,239.9580,0.2089,5.8240,13.5739,24.2780,13.6168,22.1008,24.0516,28.3469,46.0081,29.8798,53.8273,60.7607,58.0204,49.2201,63.8761
790.8050,0.0000,52.3000,26.5800,239.9079,0.2050,20.5998,38.6853,56.2354,25.1505,48.8555,51.7707,60.4548,63.5216,39.4196,68.7283,66.2834,68.4882,58.5802,74.9537
791.1130,0.0000,52.3000,26.5800,239.8580,0.2030,41.2790,65.0517,78.5920,30.1786,71.2444,75.5789,73.7472,62.5385,42.4934,79.2369,74.1205,69.0754,56.6272,70.0976
791.4230,0.0000,52.3000,26.5800,239.8877,0.2030,57.7304,73.1111,80.0247,32.1616,69.5025,76.9817,85.2249,67.1654,42.0594,68.1441,66.8349,67.4369,58.1506,72.4454
791.7300,0.0000,52.3000,26.5800,239.9577,0.2020,62.2823,76.9383,83.7703,32.3167,76.7838,79.1164,76.3203,57.2171,42.6936,73.3343,72.8909,64.9864,54.4839,68.9791
792.0400,0.0000,52.3000,26.5800,240.0284,0.2010,64.1020,74.3444,75.8734,31.2120,69.0060,73.5077,75.0120,66.6625,42.4934,66.0832,64.3359,63.5316,55.1804,69.4831
792.3500,0.0000,52.3000,26.5800,240.0685,0.2010,61.8035,68.5571,68.1441,29.6865,63.9733,67.0156,67.5280,56.7773,42.9362,67.0980,70.5488,58.0204,54.8616,68.3837
792.6580,0.0000,52.3000,26.5800,240.0672,0.2003,51.8702,63.1793,68.1441,29.6865,61.2867,61.0677,61.3071,61.0769,42.2556,67.0980,68.3506,55.4749,53.1414,66.8445
792.9670,0.0000,52.3000,26.5800,240.0660,0.2005,47.3535,58.5022,58.5052,27.3300,54.7235,54.5217,56.5207,58.8889,42.6936,64.6599,61.6173,53.4361,52.8453,57.4449
793.2750,0.0000,52.3000,26.5800,240.0535,0.2000,42.2707,54.8336,56.6351,26.7246,53.3824,53.8074,53.3574,55.9880,43.1405,67.0980,65.8307,52.1567,51.5801,66.2847
793.5850,0.0000,52.3000,26.5800,239.9909,0.2009,38.8440,48.7046,50.3585,25.6881,48.0682,48.6935,52.7077,59.2824,42.6936,60.5772,60.3791,53.4361,37.8786,75.5478
793.8930,0.0000,52.3000,26.5800,239.9287,0.2000,35.0387,45.6332,50.0936,25.2306,49.4117,47.3106,48.5606,54.8097,42.9362,65.0981,63.9090,50.3466,50.9695,65.2822
794.2020,0.0000,52.3000,26.5800,239.8662,0.2000,32.7667,40.6776,46.0632,24.6343,46.0259,46.2396,47.7780,56.7773,42.0594,58.5052,59.4820,51.2086,51.2453,67.8952
794.5110,0.0000,52.3000,26.5800,239.9802,0.2000,30.4236,35.6216,44.1742,23.9772,44.1468,45.4440,46.4664,51.9752,42.0594,61.9071,57.9038,50.3466,49.4775,67.3181
794.8210,0.0000,52.3000,26.5800,240.1042,0.2000,27.4611,30.9681,42.0161,23.9772,43.4604,43.5042,45.7480,54.0730,41.6339,57.7289,57.1452,44.3973,49.2201,66.2847
795.1290,0.0000,52.3000,26.5800,240.2274,0.2002,23.5239,25.1595,40.4326,23.8181,43.7002,43.2939,43.1980,51.3110,42.0594,63.7159,62.4980,48.1165,47.5846,65.2822
795.4380,0.0000,52.3000,26.5800,240.1919,0.2000,20.4973,19.8060,36.1722,23.5763,41.7771,42.5939,43.8803,59.7614,41.4054,56.9725,56.4058,49.4614,47.8255,65.8253
795.7480,0.0000,52.3000,26.5800,240.0918,0.2001,16.8535,15.0220,32.5693,23.3530,43.2625,41.1064,41.9312,51.3110,43.3882,62.3092,60.3791,47.5890,46.0523,64.8363
796.0570,0.0000,52.3000,26.5800,239.9920,0.2000,13.8122,11.2009,28.0252,23.1202,40.8058,40.6946,43.1980,58.8889,40.5881,55.1962,54.6684,48.9047,46.0523,64.8363
796.3650,0.0000,52.3000,26.5800,239.9473,0.2005,11.0214,8.2485,24.6311,22.9719,42.6025,39.5062,40.9475,49.7495,42.0594,58.5052,59.1160,46.0722,44.8261,62.4461
796.6740,0.0000,52.3000,26.5800,239.9628,0.2000,8.8401,6.0910,20.4200,22.6156,39.6770,39.6819,41.7456,56.7773,39.6271,54.8161,41.1547,48.1165,45.3001,63.8761
796.9850,0.0000,52.3000,26.5800,239.9783,0.2000,6.9771,4.6077,16.9253,22.3331,39.3142,38.5498,40.3509,49.1397,40.0132,54.5033,59.4820,46.7956,44.8261,63.8761
797.2930,0.0000,52.3000,26.5800,240.0090,0.2000,5.4918,3.5611,14.1754,20.4130,38.2635,37.3220,39.6036,49.4150,38.6764,54.5033,59.4820,46.2959,43.2606,62.0375
797.6020,0.0000,52.3000,26.5800,240.0875,0.2000,4.3843,2.8436,11.5195,21.7156,37.9253,36.3160,39.9739,51.3110,38.6764,52.8143,54.2965,47.0726,44.1536,64.3090
797.9100,0.0000,52.3000,26.5800,240.1658,0.2000,3.5403,2.3411,8.7868,22.1194,36.9449,35.6742,38.1873,47.9632,37.8010,56.2354,57.1452,45.5874,42.4022,59.8429
798.2200,0.0000,52.3000,26.5799,240.2437,0.2000,2.9001,1.9762,7.7602,21.1988,37.7433,34.5893,38.1873,53.0355,37.9601,51.5578,52.9744,45.3272,43.2606,62.0375
798.5300,0.0000,52.2969,26.5675,240.1984,0.2000,2.4257,1.7089,6.4080,20.6505,36.7720,33.4400,37.0413,46.2986,37.4553,45.8407,56.4058,45.5874,41.9854,61.5540
798.8380,0.0000,52.2938,26.5552,240.1535,0.2000,2.0482,1.5110,5.3359,20.7712,37.9253,31.8490,35.7953,48.8133,38.1529,52.1786,56.4058,44.1912,41.3568,59.0220
799.1470,0.0000,52.2907,26.5428,240.1084,0.2000,1.7684,1.3542,4.4651,19.9434,36.1510,30.8677,35.4965,47.9632,36.6026,52.8143,51.4357,46.0722,41.1754,60.6866
799.4570,0.0000,52.2900,26.5400,240.0127,0.2000,1.5477,1.2327,3.8051,20.0048,36.4589,29.0714,34.0723,45.4846,35.6450,49.2128,56.0760,43.9463,40.5701,59.4670
799.7660,0.0000,52.2900,26.5400,239.9024,0.2000,1.3751,1.1360,3.2611,18.9798,34.5568,27.0088,33.2700,45.7687,35.6450,51.5578,51.4357,43.7442,41.1754,60.6866
800.0740,0.0000,52.2900,26.5400,239.7924,0.2000,1.2360,1.0586,2.8478,18.8324,34.8387,25.6124,31.5334,44.9727,36.4543,50.0936,54.6684,43.0705,40.1875,57.7960
800.3840,0.0000,52.2900,26.5400,239.7875,0.2009,1.1246,0.9914,2.5035,17.9168,33.0704,24.1186,29.9644,46.2986,35.5041,49.7792,51.1056,44.1912,40.3953,59.0220
800.6930,0.0000,52.2900,26.5400,239.8740,0.2000,1.0319,0.9371,2.2297,17.9669,32.0732,22.3353,28.6283,44.2479,34.3099,48.1171,54.6684,44.6472,39.2779,56.6871
801.0020,0.0000,52.2900,26.5400,239.9605,0.2000,0.9563,0.8911,2.0085,17.0448,30.3625,20.2476,26.7181,43.9820,35.0332,49.7792,49.6703,42.2283,39.2779,59.0220
801.3100,0.0000,52.2900,26.5400,240.0156,0.2000,0.8931,0.8522,1.8292,16.6820,29.8182,18.7244,25.4150,42.5736,34.8971,50.0936,53.3287,42.2283,38.7254,56.2820
801.6200,0.0000,52.2900,26.5400,239.9973,0.2000,0.8395,0.8173,1.6747,15.8066,28.0364,17.2911,23.9489,46.0081,34.3099,47.8748,49.9301,42.6454,39.4433,57.7960
801.9290,0.0000,52.2900,26.5400,239.9791,0.2000,0.7927,0.7873,1.5541,15.4540,26.2837,15.8213,22.3249,43.9820,34.3099,49.2128,52.6827,41.6357,38.5658,55.5538
802.2390,0.0000,52.2900,26.5400,239.9647,0.2000,0.7529,0.7614,1.4406,14.6036,24.7306,14.4839,21.1149,44.2479,33.8692,47.3498,49.9301,42.4548,38.9187,56.6871
802.5480,0.0000,52.2900,26.5400,240.0046,0.2000,0.7185,0.7378,1.3545,14.1814,23.0855,13.2446,19.5525,42.1236,32.7781,47.0683,52.6827,41.6357,37.5438,55.5538
802.8580,0.0000,52.2900,26.5400,240.0446,0.2000,0.6872,0.7175,1.2725,13.2462,21.2431,11.9758,18.3164,42.5736,33.3149,46.8361,48.8064,42.0413,38.9187,56.6871
803.1660,0.0000,52.2900,26.5400,240.0843,0.2000,0.6610,0.6986,1.2074,12.8452,20.2999,11.0460,16.7499,41.9221,32.7781,48.6589,52.3368,41.0236,36.8913,54.1517
803.4760,0.0000,52.2926,26.5503,240.0655,0.2000,0.6368,0.6825,1.1463,12.0646,18.5498,10.1986,15.7294,43.0331,32.6584,45.5763,48.5579,41.6357,37.8786,55.9487
803.7860,0.0000,52.2957,26.5627,240.0348,0.2000,0.6150,0.6677,1.0958,11.4462,17.2111,9.3488,14.4110,40.4129,33.4643,48.9595,49.3620,41.0236,37.5438,54.5271
804.0920,0.0000,52.2987,26.5750,240.0045,0.2000,0.5960,0.6538,1.0504,11.0291,15.9165,8.6962,13.3060,40.8277,31.7533,44.1742,51.7140,40.4633,36.5733,54.1517
804.4020,0.0000,52.3000,26.5800,240.0244,0.2000,0.5786,0.6415,1.0078,10.2423,14.6842,7.9427,12.1538,41.2509,32.3981,46.0632,47.2109,39.3537,36.4020,44.8085
804.7100,0.0000,52.3000,26.5800,240.0786,0.2000,0.5631,0.6303,0.8160,3.0678,1.7266,0.9807,0.7458,40.2271,32.5159,46.3331,6.1736,1.1921,0.7146,0.4808
805.0190,0.0000,52.3000,26.5800,240.1330,0.5388,0.0645,0.1614,0.1199,0.1505,0.1537,0.1631,0.1406,0.1910,0.1340,0.1786,0.1409,0.1400,0.1246,0.1234
805.3290,0.0000,52.3000,26.5800,240.1514,0.8832,0.0658,0.1502,0.1086,0.1101,0.1165,0.1376,0.1209,0.1174,0.1041,0.1281,0.1187,0.1216,0.1103,0.1128
805.6380,0.0000,52.3000,26.5800,240.1050,0.8939,0.0714,0.1444,0.1080,0.1038,0.1118,0.1308,0.1197,0.1109,0.1013,0.1224,0.1154,0.1185,0.1088,0.1114
805.9460,0.0000,52.3000,26.5800,240.0588,0.8971,0.0764,0.1413,0.1100,0.1025,0.1124,0.1281,0.1209,0.1100,0.1009,0.1216,0.1142,0.1175,0.1087,0.1108
806.2550,0.0000,52.3000,26.5800,240.0146,0.8980,0.0795,0.1404,0.1127,0.1026,0.1141,0.1272,0.1227,0.1098,0.1007,0.1215,0.1135,0.1170,0.1087,0.1106
806.5640,0.0000,52.3000,26.5800,239.9858,0.8990,0.0821,0.1407,0.1157,0.1036,0.1160,0.1273,0.1249,0.1097,0.1005,0.1213,0.1132,0.1169,0.1088,0.1103
806.8730,0.0000,52.3000,26.5800,239.9571,0.8990,0.0842,0.1416,0.1186,0.1045,0.1181,0.1278,0.1267,0.1097,0.1004,0.1213,0.1129,0.1166,0.1090,0.1103
807.1830,0.0000,52.3000,26.5800,239.9283,0.8990,0.0860,0.1427,0.1210,0.1056,0.1200,0.1285,0.1284,0.1101,0.1004,0.1212,0.1125,0.1164,0.1090,0.1102
807.4920,0.0000,52.3000,26.5800,239.9943,0.8990,0.0875,0.1439,0.1232,0.1066,0.1215,0.1293,0.1301,0.1100,0.1001,0.1213,0.1121,0.1163,0.1090,0.1102
807.8010,0.0000,52.3000,26.5800,240.0725,0.8990,0.0888,0.1452,0.1252,0.1077,0.1232,0.1300,0.1316,0.1100,0.1003,0.1212,0.1119,0.1160,0.1090,0.1102
808.1110,0.0000,52.3000,26.5800,240.1509,0.9000,0.0899,0.1462,0.1270,0.1083,0.1244,0.1308,0.1327,0.1100,0.1003,0.1210,0.1117,0.1158,0.1091,0.1102
808.4180,0.0000,52.3000,26.5800,240.1610,0.8990,0.0909,0.1472,0.1284,0.1092,0.1255,0.1313,0.1338,0.1100,0.1001,0.1212,0.1116,0.1158,0.1088,0.1099
808.7250,0.0000,52.3000,26.5800,240.1349,0.8990,0.0920,0.1482,0.1295,0.1099,0.1268,0.1320,0.1348,0.1101,0.1000,0.1212,0.1115,0.1156,0.1088,0.1099
809.0340,0.0000,52.3000,26.5800,240.1086,0.8990,0.0927,0.1492,0.1306,0.1106,0.1276,0.1325,0.1355,0.1100,0.1000,0.1210,0.1113,0.1155,0.1090,0.1098
809.3420,0.0000,52.3000,26.5800,240.0848,0.9000,0.0935,0.1498,0.1316,0.1110,0.1285,0.1329,0.1364,0.1101,0.0999,0.1210,0.1110,0.1155,0.1090,0.1098
809.6520,0.0000,52.3000,26.5800,240.0644,0.8990,0.0943,0.1505,0.1324,0.1116,0.1293,0.0651,0.1020,0.1101,0.0999,0.1209,0.1109,0.0526,0.0915,0.0974
809.9610,0.0000,52.3000,26.5800,240.0440,0.9000,0.1564,0.4470,0.7974,0.5959,0.9112,1.0529,1.4536,0.8332,0.9128,1.2417,2.4378,3.8686,5.6440,7.1073
810.2700,0.0000,52.3000,26.5800,240.0318,0.2124,1.6190,4.1343,7.5933,5.1987,7.5499,8.4413,10.8557,20.2362,15.4428,23.1799,33.9718,35.4519,35.0600,45.7715
810.5800,0.0000,52.3000,26.5800,240.0607,0.2082,8.7344,19.4306,32.5693,17.2590,29.5155,32.1039,38.0325,54.8097,26.0177,62.3092,60.7607,62.2197,54.4839,71.2524
810.8870,0.0000,52.3000,26.5800,240.0892,0.2050,25.7782,45.8525,63.7159,28.0806,58.3847,63.3704,64.9666,63.9786,38.8764,69.8255,75.3916,71.3160,56.6272,70.6179
811.1970,0.0000,52.3000,26.5800,240.1180,0.2030,47.6368,44.2356,82.2033,31.6051,74.8839,79.9474,77.0531,66.6625,41.8263,76.4748,75.3916,69.5724,57.0349,71.2524
811.5070,0.0000,52.3000,26.5800,240.0131,0.2020,58.5022,77.6770,81.5100,32.3167,70.6198,75.5789,79.0768,64.5356,42.6936,67.6646,66.2834,66.4169,55.5677,69.4831
811.8150,0.0000,52.3000,26.5800,239.8991,0.2010,62.2823,82.0040,79.2369,32.0334,77.5210,78.4368,75.7201,44.9727,44.0625,70.9577,71.7010,62.2197,54.8616,68.9791
812.1250,0.0000,52.3000,26.5800,239.7844,0.2003,63.1793,71.9176,73.8965,30.9473,65.3611,70.4390,75.0120,63.9786,42.0594,65.6318,63.9090,61.3484,55.8946,71.7899
812.4320,0.0000,52.3000,26.5800,239.8502,0.2002,56.2454,68.5571,70.3356,30.4307,66.3502,67.0156,64.9666,57.5888,42.6936,67.6646,70.5488,57.2603,53.8044,67.8952
812.7420,0.0000,52.3000,26.5800,239.9952,0.2010,52.4949,61.8035,63.2123,28.2996,58.3847,61.0677,61.7820,62.9816,42.4934,66.0832,62.0947,57.2603,54.1730,67.8952
813.0510,0.0000,52.3000,26.5800,240.1398,0.2002,44.9026,56.5763,57.3826,27.8649,54.3512,55.2549,56.8574,55.6363,42.6936,61.9071,68.9366,54.7785,54.1730,69.4831
813.3600,0.0000,52.2986,26.5743,240.1947,0.2000,41.0648,50.9873,55.9066,26.7246,52.3895,52.4326,52.4174,56.4158,43.5967,68.1441,67.3014,52.4422,51.5801,66.8445
813.6700,0.0000,52.2955,26.5619,240.1439,0.2004,37.1649,47.3535,50.0936,25.5887,47.5412,50.2138,51.7898,59.7614,42.6936,60.5772,59.9272,52.7888,53.1414,67.8952
813.9790,0.0000,52.2924,26.5496,240.0932,0.2000,34.1983,43.3495,50.0936,25.5065,48.0682,48.4314,47.4909,56.4158,42.2556,63.2123,65.2954,51.2086,50.0533,66.8445
814.2880,0.0000,52.2900,26.5400,240.0632,0.2000,31.7887,40.6776,45.8407,24.6343,44.3527,44.9433,46.4664,55.2200,44.0625,61.4312,60.7607,49.7703,50.0533,65.2822
814.5970,0.0000,52.2900,26.5400,240.1040,0.2000,29.1675,34.6263,43.2855,24.0501,44.3527,45.4440,45.7480,58.8889,42.0594,62.3092,57.9038,50.3466,50.0533,67.8952
814.9060,0.0000,52.2900,26.5400,240.1448,0.2000,26.6707,29.1675,43.0884,24.4668,43.4604,44.7193,45.7480,55.9880,41.6339,57.7289,62.9890,49.4614,48.1178,64.8363
815.2160,0.0000,52.2900,26.5400,240.1857,0.2000,22.6283,24.0040,39.1560,23.5763,44.1468,42.3922,43.0013,54.0730,42.4934,62.3092,61.2250,48.9047,47.2986,64.8363
815.5250,0.0000,52.2900,26.5400,240.1771,0.2003,19.3388,18.3814,34.8277,23.4223,40.4227,41.1064,42.7675,58.4235,41.2168,56.2354,56.0760,48.1165,48.6628,66.8445
815.8320,0.0000,52.2900,26.5400,240.1682,0.2000,15.9832,13.9097,30.9043,23.5061,41.7771,42.8384,42.1561,51.3110,41.6339,58.1498,62.0947,48.9047,46.2782,46.7759
816.1420,0.0000,52.2900,26.5400,240.1592,0.2000,13.1437,10.4025,27.2957,23.1202,39.8441,39.8947,41.9312,54.0730,42.4934,60.1967,56.4058,47.0726,45.5628,62.9436
816.4520,0.0000,52.2900,26.5400,240.1102,0.2000,10.5318,7.5902,22.9230,23.0525,41.1962,41.5264,41.5249,50.0315,40.9928,55.9066,59.9272,47.5890,45.0834,63.3641
816.7610,0.0000,52.2900,26.5400,240.0484,0.2006,8.2674,5.6635,19.7821,22.8254,41.7771,38.9201,40.9475,53.3555,40.5881,56.6351,57.9038,46.2959,44.1536,62.0375
817.0700,0.0000,52.2900,26.5400,239.9866,0.2000,6.5392,4.2901,16.1440,22.3967,39.8441,38.9201,40.7350,49.4150,39.6271,54.8161,53.9904,46.5671,45.0834,63.3641
817.3790,0.0000,52.2900,26.5400,239.9530,0.2000,5.1773,3.3446,13.5645,22.5379,39.8441,37.8295,39.8047,51.3110,38.5113,55.5168,58.3260,46.0722,43.0232,62.0375
817.6890,0.0000,52.2900,26.5400,239.9452,0.2000,4.1375,2.6995,11.0187,22.1194,40.0465,36.4650,38.7226,49.4150,39.0446,53.1675,58.3260,45.5874,43.2606,61.1567
817.9970,0.0000,52.2900,26.5400,239.9375,0.1999,3.3636,2.2397,9.0161,21.3258,37.2662,35.6742,37.8485,49.1397,39.2482,55.1962,53.9904,45.8065,42.5944,60.6866
818.3060,0.0000,52.2909,26.5435,239.9030,0.2000,2.7687,1.8992,7.3927,21.1988,38.0783,34.7520,38.5320,48.5445,37.4553,50.6801,52.6827,46.2959,43.0232,62.4461
818.6160,0.0000,52.2940,26.5559,239.8011,0.2000,2.3167,1.6527,6.1436,21.1416,39.1190,32.8928,36.7219,47.9632,38.3150,55.9066,56.0760,44.6472,41.5766,59.8429
818.9250,0.0000,52.2971,26.5683,239.6994,0.2000,1.9732,1.4661,5.0881,20.4130,36.9449,31.8490,36.7219,50.3742,36.7821,50.3585,52.9744,46.0722,41.9854,61.5540
819.2350,0.0000,52.3000,26.5800,239.6079,0.2000,1.7057,1.3210,4.2861,19.8317,35.8481,30.5253,34.9132,43.5025,36.7821,52.1786,52.3368,44.8575,41.7614,61.1567
819.5430,0.0000,52.3000,26.5800,239.6976,0.2000,1.5014,1.2076,3.6588,20.0048,35.8481,29.8418,33.8007,48.2257,35.5041,49.5202,56.0760,43.5041,40.7817,59.0220
819.8530,0.0000,52.3000,26.5800,239.7878,0.2000,1.3384,1.1152,3.1592,19.0356,36.7720,26.6461,32.1219,42.1236,36.4543,52.5235,54.9822,43.7442,40.1875,59.0220
820.1620,0.0000,52.3000,26.5800,239.8777,0.2000,1.2076,1.0401,2.7535,18.5796,34.2792,25.2849,31.6408,43.5025,35.1980,48.6589,51.4357,44.8575,40.7817,59.8429
820.4710,0.0000,52.3000,26.5800,239.9431,0.2000,1.1005,0.9775,2.4318,17.9669,32.9541,23.6186,29.8485,42.5736,35.1980,49.7792,55.3634,43.5041,40.5701,59.8429
820.7800,0.0000,52.3000,26.5800,240.0030,0.2002,1.0139,0.9251,2.1742,17.5580,31.7249,21.7152,28.6283,43.9820,34.4416,48.9595,50.5111,43.7442,40.0160,58.5835
821.0890,0.0000,52.3000,26.5800,240.0630,0.2000,0.9408,0.8809,1.9633,17.3446,31.1327,20.4023,26.5482,42.1236,34.6010,48.4112,54.6684,43.7442,39.2779,57.7960
821.3990,0.0000,52.3000,26.5800,240.0397,0.2000,0.8801,0.8428,1.7900,16.4035,28.7131,18.4553,25.1081,44.2479,33.8692,48.6589,49.3620,42.4548,38.9187,55.9487
821.7070,0.0000,52.3000,26.5800,239.9574,0.2000,0.8287,0.8101,1.6458,15.8789,27.6681,17.0250,23.8736,41.6828,34.0235,46.8361,49.6703,42.8763,39.6436,57.7960
822.0150,0.0000,52.3000,26.5800,239.8752,0.2000,0.7835,0.7810,1.5270,15.3853,26.5406,15.6548,22.0853,42.8230,34.0235,50.9512,53.6275,42.2283,38.2192,55.5538
822.3240,0.0000,52.3000,26.5800,239.8265,0.2000,0.7448,0.7556,1.4211,14.6036,24.1578,14.1554,20.8511,46.0081,33.4643,46.8361,48.5579,41.4176,39.2779,58.2230
822.6320,0.0000,52.3000,26.5800,239.8425,0.2000,0.7110,0.7329,1.3369,14.0965,23.2736,13.1040,19.2248,40.2271,33.4643,50.0936,52.3368,41.0236,37.6952,55.5538
822.9420,0.0000,52.3000,26.5800,239.8586,0.1990,0.6822,0.7142,1.2601,13.4027,21.1935,11.9155,18.0266,44.2479,33.0444,45.8407,50.2454,41.0236,37.5438,54.8439
823.2510,0.0000,52.2997,26.5787,239.8789,0.2000,0.6556,0.6951,1.1929,12.6790,20.0030,11.0307,16.7181,44.7437,32.9228,47.5870,48.5579,41.2376,38.2192,55.2289
823.5600,0.0000,52.2966,26.5663,239.9339,0.2000,0.6321,0.6791,1.1362,12.1279,18.4657,10.0702,15.5117,40.6381,33.0444,45.8407,49.6703,41.6357,37.8786,55.2289
823.8690,0.0000,52.2935,26.5540,239.9889,0.2000,0.6110,0.6647,1.0862,11.6052,17.4339,9.3127,14.1980,39.4289,32.7781,47.0683,52.3368,40.4633,36.7171,53.8426
824.1780,0.0000,52.2904,26.5416,240.0439,0.2000,0.5924,0.6514,1.0403,10.8487,15.7626,8.5362,13.1021,43.0331,31.7533,45.3583,48.0198,40.0868,37.8786,55.9487
824.4850,0.0000,52.2900,26.5400,240.0860,0.2000,0.5753,0.6386,1.0003,10.3212,14.9049,7.9058,12.1748,41.9221,31.8893,44.4228,48.0198,40.4633,37.3636,54.8439
824.7940,0.0000,52.2900,26.5400,240.1265,0.2000,0.5602,0.6274,0.9648,9.7088,13.6409,7.2971,11.1915,39.0413,31.7533,46.3331,51.4357,40.0868,36.8913,54.5271
825.1030,0.0000,52.2900,26.5400,240.1669,0.2002,0.5456,0.6173,0.9335,9.3455,12.7924,6.7744,10.2905,41.0575,31.3959,43.9691,51.4357,39.7169,36.0921,52.8174
825.4130,0.0000,52.2900,26.5400,240.1678,0.2000,0.5325,0.6073,0.9035,8.6763,11.7073,6.2651,9.4626,40.6381,31.2639,45.5763,46.9780,38.8050,35.9529,54.8439
825.7210,0.0000,52.2900,26.5400,240.1453,0.1996,0.5213,0.5983,0.8771,8.3356,10.8591,5.8719,8.7806,40.8277,31.1547,43.9691,50.8337,39.7169,35.3528,51.8869
826.0300,0.0000,52.2900,26.5400,240.1227,0.1997,0.5102,0.5901,0.8527,7.7328,10.0726,5.4577,8.0795,41.6828,31.1547,44.4228,47.4933,39.7169,35.9529,53.4763
826.3400,0.0000,52.2900,26.5400,240.0886,0.2000,0.4999,0.5824,0.8311,7.3224,9.2344,5.0817,7.4971,39.6076,30.6829,43.2855,50.5111,38.8050,35.4875,52.5231
